"#OTU ID	",Kingdom,Phylum,Class,Order,Family,Genus,,
"OTU3233	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Prevotellaceae,,,
"OTU3234	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU3235	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU3236	",Bacteria,,,,,,,
"OTU3237	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3238	",Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,,
"OTU3239	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3240	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,Microbacteriaceae,Microbacterium
"OTU3241	",Bacteria,Firmicutes,Bacilli,Bacillales,,,,
"OTU3242	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3243	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3244	",Bacteria,,,,,,,
"OTU3245	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,,
"OTU3246	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3247	",Bacteria,Firmicutes,,,,,,
"OTU3248	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,,,,
"OTU3249	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3250	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3251	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3252	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,,
"OTU3253	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3254	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3255	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU3256	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU3257	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU3258	",Bacteria,,,,,,,
"OTU3259	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3260	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3261	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3262	",Bacteria,,,,,,,
"OTU3263	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU3264	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3265	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3266	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3267	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3268	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Bryantella,,
"OTU3269	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU3270	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU3271	",Bacteria,,,,,,,
"OTU3272	",Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,
"OTU3273	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3274	",Bacteria,,,,,,,
"OTU3275	",Bacteria,Firmicutes,,,,,,
"OTU3276	",Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,,
"OTU3277	",Bacteria,Firmicutes,Bacilli,Lactobacillales,,,,
"OTU3278	",Bacteria,Firmicutes,Clostridia,,,,,
"OTU3279	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU3280	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3281	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU3282	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3283	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU3284	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Prevotellaceae,Prevotella,,
"OTU3285	",Bacteria,,,,,,,
"OTU3286	",Bacteria,Firmicutes,,,,,,
"OTU3287	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae Incertae Sedis,,
"OTU3288	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3289	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU3290	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3291	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3292	",Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,,
"OTU3293	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3294	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU3295	",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,
"OTU3296	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Propionibacterineae,Nocardioidaceae,Aeromicrobium
"OTU3297	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Rikenellaceae,Alistipes,,
"OTU3298	",Bacteria,Bacteroidetes,,,,,,
"OTU3299	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3300	",Bacteria,Firmicutes,Bacilli,Lactobacillales,,,,
"OTU3301	",Bacteria,,,,,,,
"OTU3302	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Bryantella,,
"OTU3303	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3304	",Bacteria,,,,,,,
"OTU3305	",Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridiaceae 1,Clostridium,
"OTU3306	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3307	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU3308	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3309	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU3310	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,,
"OTU3311	",Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,,
"OTU3312	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Glycomycineae,Glycomycetaceae,Stackebrandtia
"OTU3313	",Bacteria,Firmicutes,,,,,,
"OTU3314	",Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flexibacteraceae,,,
"OTU3315	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Rikenellaceae,Alistipes,,
"OTU3316	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3317	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3318	",Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae Sedis XIII,Anaerovorax,,
"OTU3319	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Corynebacteriaceae,Corynebacterium
"OTU3320	",Bacteria,,,,,,,
"OTU3321	",Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,,
"OTU3322	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU3323	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3324	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU3325	",Bacteria,,,,,,,
"OTU3326	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3327	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3328	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3329	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3330	",Bacteria,Firmicutes,Bacilli,Lactobacillales,,,,
"OTU3331	",Bacteria,Firmicutes,Clostridia,,,,,
"OTU3332	",Bacteria,,,,,,,
"OTU3333	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU3334	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3335	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU3336	",Bacteria,Bacteroidetes,,,,,,
"OTU3337	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU3338	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3339	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3340	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU3341	",Bacteria,,,,,,,
"OTU3342	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3343	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3344	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU3345	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU3346	",Bacteria,,,,,,,
"OTU3347	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU3348	",Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,
"OTU3349	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU3350	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU3351	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3352	",Bacteria,,,,,,,
"OTU3353	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3354	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU3355	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3356	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3357	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3358	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3359	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3360	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3361	",Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,,,
"OTU3362	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3363	",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae 1,Bacillus,Bacillus c
"OTU3364	",Bacteria,,,,,,,
"OTU3365	",Bacteria,,,,,,,
"OTU3366	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU3367	",Bacteria,,,,,,,
"OTU3368	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3369	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU3370	",Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,,
"OTU3371	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3372	",Bacteria,,,,,,,
"OTU3373	",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,,
"OTU3374	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3375	",Bacteria,,,,,,,
"OTU3376	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU3377	",Bacteria,,,,,,,
"OTU3378	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3379	",Bacteria,Firmicutes,,,,,,
"OTU3380	",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,
"OTU3381	",Bacteria,,,,,,,
"OTU3382	",Bacteria,Firmicutes,,,,,,
"OTU3383	",Bacteria,Firmicutes,,,,,,
"OTU3384	",Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,,,
"OTU3385	",Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,,
"OTU3386	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,,
"OTU3387	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3388	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3389	",Bacteria,Firmicutes,,,,,,
"OTU3390	",Bacteria,,,,,,,
"OTU3391	",Bacteria,Actinobacteria,Actinobacteria,Coriobacteridae,Coriobacteriales,Coriobacterineae,Coriobacteriaceae,
"OTU3392	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3393	",Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,
"OTU3394	",Bacteria,Bacteroidetes,,,,,,
"OTU3395	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,,,
"OTU3396	",Bacteria,Firmicutes,,,,,,
"OTU3397	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3398	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU3399	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3400	",Bacteria,,,,,,,
"OTU3401	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3402	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Rikenellaceae,Alistipes,,
"OTU3403	",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,,
"OTU3404	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3405	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3406	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU3407	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU3408	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3409	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Propionibacterineae,Nocardioidaceae,Nocardioides
"OTU3410	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3411	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU3412	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3413	",Bacteria,Lentisphaerae,Lentisphaerae,Victivallales,Victivallaceae,Victivallis,,
"OTU3414	",Bacteria,Firmicutes,Clostridia,,,,,
"OTU3415	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3416	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3417	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3418	",Bacteria,,,,,,,
"OTU3419	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3420	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3421	",Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,,,,
"OTU3422	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,Micrococcaceae,Arthrobacter
"OTU3423	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3424	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3425	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU3426	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3427	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,,,
"OTU3428	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3429	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3430	",Bacteria,Firmicutes,,,,,,
"OTU3431	",Bacteria,Actinobacteria,Actinobacteria,Coriobacteridae,Coriobacteriales,Coriobacterineae,Coriobacteriaceae,Collinsella
"OTU3432	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3433	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae Incertae Sedis,,
"OTU3434	",Bacteria,,,,,,,
"OTU3435	",Bacteria,,,,,,,
"OTU3436	",Bacteria,Bacteroidetes,,,,,,
"OTU3437	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU3438	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3439	",Bacteria,,,,,,,
"OTU3440	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3441	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3442	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU3443	",Bacteria,Firmicutes,,,,,,
"OTU3444	",Bacteria,,,,,,,
"OTU3445	",Bacteria,,,,,,,
"OTU3446	",Bacteria,Cyanobacteria,Cyanobacteria,Chloroplast,Bacillariophyta,,,
"OTU3447	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,,
"OTU3448	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU3449	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3450	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae Incertae Sedis,,
"OTU3451	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU3452	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3453	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3454	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3455	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3456	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3457	",Bacteria,Bacteroidetes,,,,,,
"OTU3458	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU3459	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3460	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,,
"OTU3461	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3462	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,,,
"OTU3463	",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae 1,Bacillus,Bacillus j
"OTU3464	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3465	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU3466	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,,,
"OTU3467	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,,
"OTU3468	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU3469	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3470	",Bacteria,,,,,,,
"OTU3471	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU3472	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3473	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3474	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU3475	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Rikenellaceae,Alistipes,,
"OTU3476	",Bacteria,,,,,,,
"OTU3477	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3478	",Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcaceae Incertae Sedis,,
"OTU3479	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU3480	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae Incertae Sedis,,
"OTU3481	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3482	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3483	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3484	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Bryantella,,
"OTU3485	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU3486	",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella,,
"OTU3487	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU3488	",Bacteria,Firmicutes,,,,,,
"OTU3489	",Bacteria,Firmicutes,,,,,,
"OTU3490	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU3491	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3492	",Bacteria,,,,,,,
"OTU3493	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU3494	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3495	",Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,
"OTU3496	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3497	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3498	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3499	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,,
"OTU3500	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3501	",Bacteria,,,,,,,
"OTU3502	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3503	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3504	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3505	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3506	",Bacteria,,,,,,,
"OTU3507	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3508	",Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,
"OTU3509	",Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,
"OTU3510	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU3511	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3512	",Bacteria,,,,,,,
"OTU3513	",Bacteria,,,,,,,
"OTU3514	",Bacteria,,,,,,,
"OTU3515	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3516	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU3517	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3518	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU3519	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3520	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,,,
"OTU3521	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU3522	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3523	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU3524	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3525	",Bacteria,,,,,,,
"OTU3526	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3527	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU3528	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3529	",Bacteria,Firmicutes,,,,,,
"OTU3530	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3531	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3532	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3533	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU3534	",Bacteria,,,,,,,
"OTU3535	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3536	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3537	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3538	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU3539	",Bacteria,Firmicutes,Bacilli,,,,,
"OTU3540	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae Incertae Sedis,,
